degree distribution (probability density function of the degree in logarithmic bins) 
25.1724	0.0690494
31.6342	0.0318669
39.4553	0.0177405
48.9797	0.00796007
60.243	0.00462888
74.994	0.00243525
93.5686	0.00123363
115.817	0.000662468
144.348	0.000343408
178.28	0.000177899

degree distribution (degree-occurrences) 
23	0.08426
24	0.0744
25	0.0642
26	0.0599
27	0.05298
28	0.04772
29	0.04126
30	0.03712
31	0.03302
32	0.03098
33	0.0276
34	0.02608
35	0.02364
36	0.02306
37	0.02096
38	0.01984
39	0.01738
40	0.01704
41	0.01454
42	0.01408
43	0.01298
44	0.01196
45	0.0111
46	0.00962
47	0.01032
48	0.0094
49	0.00872
50	0.00748
51	0.008
52	0.00746
53	0.00668
54	0.0058
55	0.00706
56	0.00614
57	0.00554
58	0.00476
59	0.00506
60	0.00472
61	0.00492
62	0.00432
63	0.00372
64	0.00362
65	0.00382
66	0.00406
67	0.00332
68	0.00328
69	0.00284
70	0.00304
71	0.00276
72	0.00256
73	0.0026
74	0.0027
75	0.00232
76	0.00236
77	0.0023
78	0.00218
79	0.0023
80	0.00222
81	0.00158
82	0.00168
83	0.0019
84	0.00126
85	0.00158
86	0.00154
87	0.0013
88	0.00148
89	0.00176
90	0.00118
91	0.00134
92	0.0014
93	0.0016
94	0.00128
95	0.00104
96	0.00154
97	0.00106
98	0.00118
99	0.00116
100	0.00074
101	0.0009
102	0.00102
103	0.00088
104	0.0011
105	0.00104
106	0.00072
107	0.00072
108	0.00074
109	0.00068
110	0.001
111	0.0008
112	0.00086
113	0.0008
114	0.00062
115	0.0008
116	0.00076
117	0.00062
118	0.00046
119	0.00046
120	0.00068
121	0.00058
122	0.00042
123	0.00064
124	0.00052
125	0.00064
126	0.00052
127	0.00046
128	0.00044
129	0.00074
130	0.0005
131	0.00046
132	0.00042
133	0.0004
134	0.00038
135	0.00036
136	0.00036
137	0.00046
138	0.0002
139	0.00038
140	0.0003
141	0.00046
142	0.00028
143	0.00036
144	0.00026
145	0.00024
146	0.0003
147	0.00036
148	0.00036
149	0.00014
150	0.00034
151	0.00034
152	0.0006
153	0.00038
154	0.00022
155	0.0003
156	0.00028
157	0.0002
158	0.00018
159	0.00024
160	0.00028
161	0.00042
162	0.00012
163	0.00032
164	0.00026
165	0.0003
166	0.00044
167	0.0002
168	0.00024
169	0.00036
170	0.00014
171	0.00026
172	0.00012
173	0.00022
174	0.00016
175	0.00018
176	0.00014
177	0.00012
178	0.00024
179	0.00022
180	0.0002
181	0.00016
182	6e-05
183	0.0001
184	0.00014
185	0.00014
186	8e-05
187	0.0002
188	0.00012
189	0.00016
190	2e-05
191	0.0001
192	0.00016
193	0.00014
194	0.00018
195	0.00018
196	0.00018
197	0.00014
198	0.00012
199	0.00012
200	0.00018


--------------------------------------
community distribution (size-occurrences)
1129	0.0454545
1182	0.0454545
1247	0.0454545
1339	0.0454545
1343	0.0454545
1379	0.0454545
1481	0.0454545
1725	0.0454545
1764	0.0454545
1816	0.0454545
1865	0.0454545
1926	0.0454545
2308	0.0454545
2354	0.0454545
2547	0.0454545
2616	0.0454545
2956	0.0454545
3183	0.0454545
3443	0.0454545
3662	0.0454545
4123	0.0454545
4612	0.0454545


--------------------------------------
mixing parameter
0.44	2e-05
0.478261	0.04162
0.481664	0.09636
0.487198	0.07816
0.492706	0.03804
0.499956	0.4858
0.505081	0.02226
0.509977	0.05506
0.515292	0.08204
0.52035	0.10056
0.527778	2e-05
0.53125	2e-05
0.545455	2e-05
0.551724	2e-05

--------------------------------------
