1	15 
2	17 
3	10 
4	6 
5	17 
6	14 
7	20 
8	2 
9	6 
10	7 
11	6 
12	9 
13	12 
14	2 
15	15 
16	6 
17	5 
18	18 
19	10 
20	20 
21	3 
22	20 
23	18 
24	17 
25	8 
26	6 
27	5 
28	12 
29	21 
30	13 
31	15 
32	10 
33	9 
34	7 
35	2 
36	1 
37	22 
38	7 
39	16 
40	9 
41	2 
42	6 
43	3 
44	15 
45	10 
46	8 
47	10 
48	1 
49	1 
50	9 
51	13 
52	14 
53	14 
54	3 
55	16 
56	1 
57	12 
58	18 
59	2 
60	10 
61	1 
62	9 
63	4 
64	4 
65	2 
66	9 
67	16 
68	5 
69	7 
70	11 
71	21 
72	8 
73	4 
74	2 
75	2 
76	2 
77	16 
78	4 
79	14 
80	5 
81	7 
82	18 
83	7 
84	6 
85	2 
86	18 
87	10 
88	14 
89	14 
90	5 
91	5 
92	22 
93	11 
94	22 
95	21 
96	15 
97	9 
98	11 
99	5 
100	12 
101	2 
102	5 
103	7 
104	20 
105	6 
106	10 
107	13 
108	15 
109	19 
110	9 
111	18 
112	22 
113	14 
114	12 
115	9 
116	10 
117	22 
118	15 
119	15 
120	5 
121	6 
122	6 
123	14 
124	11 
125	7 
126	12 
127	22 
128	8 
129	9 
130	1 
131	18 
132	18 
133	18 
134	4 
135	6 
136	14 
137	7 
138	15 
139	7 
140	11 
141	15 
142	1 
143	5 
144	4 
145	5 
146	3 
147	3 
148	9 
149	12 
150	7 
151	20 
152	5 
153	15 
154	9 
155	6 
156	6 
157	2 
158	7 
159	4 
160	17 
161	11 
162	7 
163	17 
164	10 
165	20 
166	8 
167	15 
168	11 
169	2 
170	15 
171	4 
172	21 
173	13 
174	11 
175	21 
176	3 
177	6 
178	21 
179	12 
180	1 
181	7 
182	16 
183	1 
184	3 
185	7 
186	1 
187	9 
188	7 
189	10 
190	20 
191	12 
192	9 
193	9 
194	9 
195	7 
196	7 
197	8 
198	22 
199	12 
200	22 
201	11 
202	14 
203	22 
204	7 
205	3 
206	4 
207	7 
208	6 
209	5 
210	16 
211	12 
212	6 
213	21 
214	15 
215	17 
216	5 
217	19 
218	3 
219	4 
220	18 
221	20 
222	9 
223	5 
224	22 
225	6 
226	15 
227	9 
228	3 
229	3 
230	7 
231	6 
232	19 
233	13 
234	15 
235	7 
236	22 
237	7 
238	15 
239	6 
240	9 
241	3 
242	15 
243	13 
244	5 
245	15 
246	9 
247	14 
248	5 
249	6 
250	17 
251	16 
252	4 
253	15 
254	15 
255	11 
256	16 
257	2 
258	9 
259	6 
260	7 
261	5 
262	18 
263	18 
264	17 
265	3 
266	6 
267	14 
268	7 
269	18 
270	10 
271	3 
272	21 
273	3 
274	9 
275	10 
276	5 
277	5 
278	18 
279	6 
280	22 
281	6 
282	7 
283	10 
284	18 
285	14 
286	3 
287	17 
288	7 
289	14 
290	21 
291	8 
292	9 
293	20 
294	10 
295	15 
296	9 
297	8 
298	15 
299	7 
300	8 
301	13 
302	7 
303	16 
304	15 
305	11 
306	22 
307	21 
308	5 
309	21 
310	6 
311	19 
312	10 
313	14 
314	8 
315	2 
316	10 
317	5 
318	4 
319	19 
320	5 
321	6 
322	10 
323	7 
324	22 
325	17 
326	17 
327	11 
328	6 
329	3 
330	9 
331	19 
332	17 
333	1 
334	10 
335	22 
336	5 
337	21 
338	5 
339	13 
340	17 
341	4 
342	10 
343	9 
344	22 
345	5 
346	21 
347	2 
348	15 
349	22 
350	14 
351	10 
352	21 
353	5 
354	10 
355	6 
356	4 
357	14 
358	16 
359	18 
360	17 
361	5 
362	10 
363	22 
364	5 
365	21 
366	10 
367	7 
368	5 
369	7 
370	6 
371	17 
372	20 
373	8 
374	21 
375	17 
376	22 
377	22 
378	5 
379	5 
380	5 
381	21 
382	2 
383	17 
384	18 
385	4 
386	7 
387	12 
388	15 
389	3 
390	14 
391	1 
392	2 
393	6 
394	7 
395	3 
396	7 
397	15 
398	9 
399	3 
400	9 
401	21 
402	7 
403	4 
404	15 
405	7 
406	15 
407	12 
408	14 
409	12 
410	21 
411	5 
412	12 
413	22 
414	20 
415	21 
416	12 
417	9 
418	13 
419	13 
420	14 
421	6 
422	17 
423	5 
424	12 
425	22 
426	9 
427	22 
428	15 
429	17 
430	2 
431	9 
432	5 
433	17 
434	18 
435	5 
436	17 
437	18 
438	11 
439	20 
440	21 
441	13 
442	3 
443	6 
444	6 
445	15 
446	15 
447	17 
448	22 
449	15 
450	5 
451	5 
452	6 
453	15 
454	7 
455	22 
456	22 
457	21 
458	4 
459	18 
460	2 
461	11 
462	16 
463	7 
464	3 
465	5 
466	22 
467	4 
468	18 
469	8 
470	6 
471	3 
472	22 
473	3 
474	9 
475	5 
476	7 
477	22 
478	16 
479	6 
480	15 
481	22 
482	12 
483	5 
484	6 
485	5 
486	6 
487	1 
488	15 
489	7 
490	21 
491	18 
492	21 
493	15 
494	5 
495	5 
496	7 
497	21 
498	4 
499	18 
500	5 
501	3 
502	13 
503	2 
504	10 
505	2 
506	18 
507	8 
508	6 
509	2 
510	18 
511	18 
512	7 
513	22 
514	16 
515	6 
516	11 
517	7 
518	1 
519	15 
520	9 
521	2 
522	4 
523	5 
524	9 
525	15 
526	21 
527	1 
528	3 
529	13 
530	17 
531	18 
532	10 
533	18 
534	6 
535	1 
536	22 
537	13 
538	15 
539	3 
540	21 
541	7 
542	4 
543	5 
544	4 
545	5 
546	6 
547	11 
548	12 
549	18 
550	3 
551	8 
552	5 
553	5 
554	6 
555	17 
556	10 
557	22 
558	5 
559	12 
560	6 
561	20 
562	11 
563	12 
564	18 
565	6 
566	7 
567	13 
568	9 
569	18 
570	7 
571	19 
572	14 
573	6 
574	18 
575	22 
576	22 
577	14 
578	8 
579	2 
580	21 
581	7 
582	3 
583	14 
584	13 
585	3 
586	2 
587	4 
588	10 
589	9 
590	22 
591	8 
592	9 
593	1 
594	1 
595	2 
596	15 
597	7 
598	5 
599	15 
600	15 
601	7 
602	21 
603	10 
604	6 
605	22 
606	10 
607	21 
608	8 
609	17 
610	22 
611	21 
612	1 
613	2 
614	20 
615	10 
616	9 
617	17 
618	5 
619	18 
620	22 
621	21 
622	16 
623	5 
624	12 
625	22 
626	11 
627	16 
628	20 
629	5 
630	5 
631	4 
632	5 
633	13 
634	22 
635	22 
636	15 
637	5 
638	15 
639	22 
640	15 
641	15 
642	9 
643	20 
644	10 
645	6 
646	4 
647	3 
648	22 
649	18 
650	5 
651	17 
652	22 
653	17 
654	6 
655	13 
656	11 
657	3 
658	4 
659	12 
660	5 
661	7 
662	18 
663	11 
664	2 
665	10 
666	5 
667	6 
668	5 
669	4 
670	22 
671	17 
672	10 
673	2 
674	12 
675	9 
676	4 
677	9 
678	21 
679	17 
680	6 
681	15 
682	4 
683	6 
684	21 
685	4 
686	11 
687	19 
688	7 
689	8 
690	7 
691	17 
692	22 
693	4 
694	22 
695	7 
696	22 
697	14 
698	7 
699	7 
700	14 
701	5 
702	1 
703	5 
704	16 
705	1 
706	1 
707	10 
708	9 
709	6 
710	13 
711	8 
712	1 
713	7 
714	17 
715	12 
716	9 
717	13 
718	10 
719	16 
720	5 
721	9 
722	17 
723	10 
724	4 
725	22 
726	22 
727	9 
728	7 
729	1 
730	7 
731	4 
732	15 
733	5 
734	9 
735	3 
736	15 
737	22 
738	15 
739	12 
740	21 
741	20 
742	13 
743	1 
744	15 
745	19 
746	10 
747	16 
748	22 
749	11 
750	15 
751	17 
752	5 
753	7 
754	8 
755	18 
756	9 
757	21 
758	21 
759	9 
760	2 
761	1 
762	3 
763	21 
764	5 
765	6 
766	5 
767	3 
768	7 
769	6 
770	3 
771	16 
772	13 
773	17 
774	10 
775	2 
776	7 
777	6 
778	13 
779	6 
780	20 
781	13 
782	21 
783	22 
784	13 
785	10 
786	13 
787	2 
788	10 
789	6 
790	17 
791	15 
792	7 
793	9 
794	15 
795	2 
796	15 
797	13 
798	12 
799	1 
800	15 
801	21 
802	14 
803	13 
804	7 
805	2 
806	18 
807	3 
808	7 
809	1 
810	20 
811	20 
812	9 
813	10 
814	13 
815	6 
816	9 
817	6 
818	20 
819	19 
820	6 
821	20 
822	7 
823	8 
824	3 
825	10 
826	18 
827	18 
828	5 
829	9 
830	10 
831	17 
832	16 
833	9 
834	7 
